"Suggestions","Sugerencias",module,Magento_LiveSearchStorefrontPopover
"View all","Ver todo",module,Magento_LiveSearchStorefrontPopover
"Shipping Step","Envío",module,Magento_Checkout
"Product Stores","Sucursales"
"Available quantity:","Disponibles:"
"Available Now","Disponible para retiro"
"Not available now","No disponible actualmente"
"Cannot find Pickup Locations available.","No pudimos encontrar sucursales disponibles."
"Check product locations","Donde puedo encontrar este producto"
"The Stores are ordered by distance.","Las sucursales están cercanía a tu ubicación"
"Please select configurable options.","Por favor elegí tu configuracion para el producto."
"Swatch configuration cannot be found. Please select the product options and try again.","No pudimos obtener la configuración del producto. Por favor elegí tu configuración e intentalo nuevamente."
"Load previous items","Ver productos anteriores"
"Load more items","Ver más productos"
"Highest Relevance", "Más relevantes"
"Search your address","Buscá tu dirección"
"Search your address...","Buscá tu dirección..."
"Contact Information","Datos personales"
"Clean fields","Limpiar"
"Edit fields","Editar"
"%1 has been replaced by %2 by comparison","%1 ha sido reemplazado por %2 por comparación"
"Cannot found an available region for %1","No se pudo encontrar una provincia disponible para %1"
"Cannot found an available city for %1","No se pudo encontrar una ciudad disponible para %1"
"Cannot found an available district for %1","No se pudo encontrar un distrito disponible para %1"
"Confirm New Password","Confirmar nueva contraseña",module,Magento_Customer
"Confirm New Password","Confirmar nueva contraseña",module,Magento_Customer
"Confirm New Password","Confirmar nueva contraseña",module,Magento_CustomerCustomAttributes
"overview","Detalles",module,Magento_Catalog
"Please enter a quantity greater than 0.","Por favor ingrese una cantidad mayor a 0.",lib,web
"Show more","Ver más",module,Magento_Ui
"I will pickup the order","Yo retiro la orden"
"Someone else will pick it up"," retira la orden"
"Email example","Email"
"Alternative Telephone example","Teléfono alternativo"
"Address:","Dirección:"
"Name:","Nombre:"
"Product recently added to cart","Producto agregado al carrito"
"Continue shopping","Seguir comprando"
"View cart","Ir al carrito"
"Proceed to Checkout","Comprar"
"%1 has been removed from your Wish List.","%1 se ha eliminado de su lista de deseos.",module,Magento_Wishlist
"Save Review","Guardar reseña",Magento_Review
"New Review","Nueva Reseña",Magento_Review
"Review Details","Detalles de la Reseña",Magento_Review
Product,Producto,Magento_Review
"Product Rating","Clasificación del producto",Magento_Review
Status,Estatus,Magento_Review
Visibility,Visibilidad,Magento_Review
Nickname,Sobrenombre,Magento_Review
"Summary of Review","Resumen de reseña",Magento_Review
Review,Reseña,Magento_Review
Previous,Previo,Magento_Review
"Save and Previous","Guardar y Regresar",Magento_Review
"Save and Next","Guardar y Seguir",Magento_Review
Next,Siguiente,Magento_Review
"Delete Review","Eliminar Reseña",Magento_Review
"Are you sure you want to do this?","¿Seguro que quieres hacer esto?",Magento_Review
"Edit Review '%1'","Editar Reseña '%1'",Magento_Review
"<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>","<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>"
Administrator,Administrador,Magento_Review
Guest,Invitado,Magento_Review
Author,Autor,Magento_Review
"Summary Rating","Resumen de clasificación",Magento_Review
"Detailed Rating","Eliminar clasificación",Magento_Review
Created,Creado,Magento_Review
Title,Titulo,Magento_Review
Type,Tipo,Magento_Review
Action,Acción,Magento_Review
Edit,Editar,Magento_Review
Delete,Eliminar,Magento_Review
"Are you sure?","Estas seguro?",Magento_Review
"Update Status","Actualizar estatus",Magento_Review
Customer,Cliente,Magento_Review
"Pending Reviews of Customer `%1`","Comentarios pendientes del cliente `%1`",Magento_Review
"Pending Reviews","Reseñas Pendientes",Magento_Review
"All Reviews of Customer `%1`","Todas las opiniones de clientes `%1`",Magento_Review
"All Reviews of Product `%1`","Todas las opiniones del producto `%1`",Magento_Review
"All Reviews","Todas las reseñas",Magento_Review
Name,Nombre,Magento_Review
"Product Store Name","Nombre de la tienda de productos",Magento_Review
Price,Precio,Magento_Review
Quantity,Cantidad,Magento_Review
Websites,Websites,Magento_Review
"Manage Ratings","Administrar calificaciones",Magento_Review
"Add New Rating","Agregar nueva calificacion",Magento_Review
"Save Rating","Guardar calificación",Magento_Review
"Delete Rating","Eliminar calificación",Magento_Review
"Edit Rating #%1","Editar califición #%1",Magento_Review
"New Rating","Nueva calificación",Magento_Review
"Rating Title","Titulo de la calificación",Magento_Review
"Default Value","Valor por default",Magento_Review
"Rating Visibility","Visibilidad de la calificación",Magento_Review
"Is Active","Esta activo",Magento_Review
"Sort Order","Orden de clasificación",Magento_Review
"Rating Information","Información de la clasificación",Magento_Review
"Product Reviews","Producto reseña",Magento_Review
"Pending product review(s)","Reseña de productos pendientes",Magento_Review
"Product: <a href=""%1"" target=""_blank"">%2</a> <br/>","Producto: <a href=""%1"" target=""_blank"">%2</a> <br/>",Magento_Review
"Summary of review: %1 <br/>","Resumen de reseña: %1 <br/>",Magento_Review
"Review: %1 <br/>","Reseña: %1 <br/>",Magento_Review
"Store: %1 <br/>","Tienda: %1 <br/>",Magento_Review
"Click <a href=""%1"">here</a> to see the review.","Click aquí<a href=""%1"">here</a> para ver la reseña.",Magento_Review
"Product: ""%1"" reviewed by: %2","Producto: ""%1"" revisado por: %2",Magento_Review
"Pending Reviews RSS","Reseñas Pendientes RSS",Magento_Review
"Reviews %1","Reseñas %1",Magento_Review
Reviews,Reseñas,Magento_Review
"The review has been deleted.","La reseña ha sido eliminada.",Magento_Review
"Something went wrong  deleting this review.","Algo salió mal al eliminar esta reseña.",Magento_Review
"Customer Reviews","Reseñas del customer",Magento_Review
"Edit Review","Editar Reseña",Magento_Review
"We can't retrieve the product ID.","No podemos recuperar el ID del producto.",Magento_Review
"Please select review(s).","Porfavor selecciona una reseña(s).",Magento_Review
"A total of %1 record(s) have been deleted.","Se han eliminado un total de %1 registros.",Magento_Review
"Something went wrong while deleting these records.","Algo salió mal al eliminar estos registros.",Magento_Review
"A total of %1 record(s) have been updated.","Se han actualizado un total de %1 registros.",Magento_Review
"Something went wrong while updating these review(s).","Algo salió mal al actualizar esta reseña(s).",Magento_Review
"You saved the review.","Se ha guardado tu reseña.",Magento_Review
"Something went wrong while saving this review.","Algo salió mal al guardar esta reseña.",Magento_Review
"The review was removed by another user or does not exist.","La reseña fue eliminada por otro usuario o no existe.",Magento_Review
"You deleted the rating.","Borraste la calificación.",Magento_Review
Ratings,Calificaciones,Magento_Review
"You saved the rating.","Has guardado la calificación.",Magento_Review
"My Product Reviews","Mis Opiniones del producto",Magento_Review
"Cannot initialize product","No se puede inicializar el producto",Magento_Review
"You submitted your review for moderation.","Enviaste tu reseña para moderación.",Magento_Review
"We can't post your review right now.","No podemos publicar tu reseña en este momento.",Magento_Review
"Storage key was not set","No se configuró la clave de almacenamiento",Magento_Review
Approved,Aprovado,Magento_Review
Pending,Pendiente,Magento_Review
"Not Approved","No Aprobado",Magento_Review
"Please enter a review summary.","Porfavor ingresa un resumen a tu reseña.",Magento_Review
"Please enter a nickname.","Porfavor ingresa un sobrenombre.",Magento_Review
"Please enter a review.","Porfavor ingresa una reseña.",Magento_Review
"Rating isn't Available","La clasificación no esta disponible.",Magento_Review
"Please specify a rating title for a store, or we'll just use the default value.","Especifique un título de calificación para una tienda o simplemente usaremos el valor predeterminado.",Magento_Review
"Assigned Options","Opciones asignadas",Magento_Review
"Option Title:","Titulo de la opción:",Magento_Review
"Product Name","Nombre del producto",Magento_Review
Rating,Clasificación,Magento_Review
Actions,Acciones,Magento_Review
"See Details","Ver detalles",Magento_Review
"You have submitted no reviews.","No has enviado ninguna reseña.",Magento_Review
Back,Regresar,Magento_Review
"My Recent Reviews","Mis reseñas resientes",Magento_Review
"View All","Ver todo",Magento_Review
"Average Customer Rating:","Calificación promedio del cliente:",Magento_Review
"Your Review","Tu reseña",Magento_Review
"Submitted on %1","Enviado el %1",Magento_Review
"Back to My Reviews","Regresar a mis reseñas",Magento_Review
"Ratings Review Summary","Resumen de calificación de reseñas",Magento_Review
"Be the first to review this product","Sé el primero en revisar este producto",Magento_Review
"Write Your Own Review","Escribe tu propia reseña",Magento_Review
"* Required Fields","* Campos requeridos",Magento_Review
"You're reviewing:","Estas revisando:",Magento_Review
"Your Rating","Tu calificación",Magento_Review
"%1 %2","%1 %2",Magento_Review
Summary,Resumen,Magento_Review
"Submit Review","Reseña enviada",Magento_Review
"Only registered users can write reviews. Please <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>","Sólo los usuarios registrados pueden escribir reseñas. Porfavor <a href=""%1"">Inicia sesión</a> o <a href=""%2"">crea una cuenta</a>",Magento_Review
"Add Your Review","Agrega tu reseña",Magento_Review
"%1 Review(s)","%1 Reseña(s)",Magento_Review
"Review by","Revisado por",Magento_Review
"Posted on","Posteado en",Magento_Review
"Back to Main Product Info","Regresar a la información principal del producto",Magento_Review
"Average Customer Rating","Clasificación promedio del cliente",Magento_Review
"Product Rating:","Clasificación del producto:",Magento_Review
"Product Review (submitted on %1):","Reseña del producto (enviado en %1):",Magento_Review
"Back to Product Reviews","Regresar a la reseña del producto",Magento_Review
"By Customers","Por Clientes",Magento_Review
"By Products","Por Productos",Magento_Review
"Allow Guests to Write Reviews","Permitir que los invitados escriban",Magento_Review
Active,Activo,Magento_Review
Inactive,Inactivo,Magento_Review
"Please select one of each of the ratings above.","Por favor seleccione una de cada una de las calificaciones anteriores.",Magento_Review
star,estrella,Magento_Review
stars,estrellas,Magento_Review
"You don’t have permission to perform this operation. Selected reviews must be in Pending Status only.","No tienes permiso para realizar esta operación. Las revisiones seleccionadas deben estar en estado pendiente únicamente.",Magento_Review
"You don’t have permission to perform this operation. The selected review must be in Pending Status.","No tienes permiso para realizar esta operación. La revisión seleccionada debe estar en estado pendiente.",Magento_Review
"Delete Selected Problems","Eliminar problemas seleccionados",Magento_Newsletter
"Unsubscribe Selected","Darse de baja",Magento_Newsletter
Back,Regresa,Magento_Newsletter
Reset,Reiniciar,Magento_Newsletter
"Preview Template","Vista previa de la plantilla",Magento_Newsletter
"Save Newsletter","Guardar Boletín",Magento_Newsletter
"Save and Resume","Guardar y reanudar",Magento_Newsletter
"View Newsletter","Vista del boletín",Magento_Newsletter
"Edit Newsletter","Editar Boletín",Magento_Newsletter
"Queue Information","Información del encolado",Magento_Newsletter
"Queue Date Start","Fecha de inicio del encolado",Magento_Newsletter
"Subscribers From","Suscriptores de",Magento_Newsletter
Subject,Asunto,Magento_Newsletter
"Sender Name","Nombre del remitente",Magento_Newsletter
"Sender Email","Email del remitente",Magento_Newsletter
Message,Mensaje,Magento_Newsletter
"Newsletter Styles","Estilos del boletín",Magento_Newsletter
Start,Inicio,Magento_Newsletter
Pause,Pausar,Magento_Newsletter
"Do you really want to cancel the queue?","¿Realmente quieres cancelar la fila?",Magento_Newsletter
Cancel,Cancelar,Magento_Newsletter
Resume,Reanudar,Magento_Newsletter
Preview,Vista previa,Magento_Newsletter
"Add New Template","Agregar nueva plantilla",Magento_Newsletter
"Newsletter Templates","Plantillas para boletín",Magento_Newsletter
"Convert to Plain Text","Convertir a texto plano",Magento_Newsletter
"Return HTML Version","Regresar a la versión HTML",Magento_Newsletter
"Delete Template","Eliminar plantilla",Magento_Newsletter
"Save As","Guardar como",Magento_Newsletter
"Save Template","Guardar plantilla",Magento_Newsletter
"Edit Newsletter Template","Editar plantilla del boletín",Magento_Newsletter
"New Newsletter Template","Nueva plantilla para el template",Magento_Newsletter
"Template Information","Información de la plantilla",Magento_Newsletter
"Template Name","Nombre de la plantilla",Magento_Newsletter
"Template Subject","Asunto de la plantilla",Magento_Newsletter
"Template Content","Contentenido de la plantilla",Magento_Newsletter
"Template Styles","Estilos de la plantilla",Magento_Newsletter
"No Templates Found","No se encontró la plantilla",Magento_Newsletter
Template,Plantilla,Magento_Newsletter
Added,Agregado,Magento_Newsletter
Updated,Actualizado,Magento_Newsletter
Sender,Remitente,Magento_Newsletter
"Template Type","Tipo de plantilla",Magento_Newsletter
Action,"Acción",Magento_Newsletter
"Queue Newsletter","Encolado de Boletín",Magento_Newsletter
"We unsubscribed the people you identified.","Hemos dado de baja a las personas que usted ha identificado.",Magento_Newsletter
"The problems you identified have been deleted.","Los problemas que identificaste han sido eliminados.",Magento_Newsletter
"Newsletter Problems Report","Informe de problemas con el boletín informativo",Magento_Newsletter
"Newsletter Problem Reports","Informes de problemas con el boletín informativo",Magento_Newsletter
"Newsletter Queue","Encolado de boletín",Magento_Newsletter
"Edit Queue","Editar encolado del boletín",Magento_Newsletter
"Please correct the newsletter template and try again.","Corrija la plantilla del boletín informativo y vuelva a intentarlo.",Magento_Newsletter
"You saved the newsletter queue.","Has guardado la cola del boletín.",Magento_Newsletter
"Newsletter Subscribers","Suscriptores del boletín informativo",Magento_Newsletter
Newsletter,"Boletín informativo",Magento_Newsletter
Subscribers,Suscriptores,Magento_Newsletter
"Please select one or more subscribers.","Por favor seleccione uno o más suscriptores.",Magento_Newsletter
"Total of %1 record(s) were deleted.","Se eliminaron un total de %1 registro(s).",Magento_Newsletter
"A total of %1 record(s) were updated.","Se actualizaron un total de %1 registro(s).",Magento_Newsletter
"The newsletter template has been deleted.","La plantilla del boletín ha sido eliminada.",Magento_Newsletter
"We can't delete this template right now.","No podemos eliminar esta plantilla ahora.",Magento_Newsletter
"Edit Template","Editar plantilla",Magento_Newsletter
"New Template","Nueva plantilla",Magento_Newsletter
"Create Newsletter Template","Crear nueva plantilla",Magento_Newsletter
"The newsletter template has been saved.","La nueva plantilla para el boletín ha sido guardada.",Magento_Newsletter
"Something went wrong while saving this template.","Algo salió mal mientras se guardaba esta plantilla.",Magento_Newsletter
"Newsletter Subscription","Suscripción al boletín informativo",Magento_Newsletter
"Something went wrong while saving your subscription.","Algo salió mal mientras se guardaba su suscripción.",Magento_Newsletter
"We have saved your subscription.","Hemos guardado su suscripción.",Magento_Newsletter
"We have removed your newsletter subscription.","Hemos eliminado su suscripción al boletín informativo.",Magento_Newsletter
"Your subscription has been confirmed.","Su suscripción ha sido confirmada.",Magento_Newsletter
"This is an invalid subscription confirmation code.","Este es un código de confirmación de suscripción no válido.",Magento_Newsletter
"This is an invalid subscription ID.","Este es un ID de suscripción no válido.",Magento_Newsletter
"This email address is already assigned to another user.","Esta dirección de correo electrónico ya está asignada a otro usuario.",Magento_Newsletter
"Sorry, but the administrator denied subscription for guests. Please <a href=""%1"">register</a>.","Lo siento, pero el administrador no permite la suscripción para invitados. Porfavor <a href=""%1"">Registrate</a>.",Magento_Newsletter
"Please enter a valid email address.","Porfavor ingresa un correo electrónico válido.",Magento_Newsletter
"This email address is already subscribed.","Este correo electrónico ya esta suscrito.",Magento_Newsletter
"A confirmation request has been sent.","Una confirmación ha sido enviada",Magento_Newsletter
"Thank you for your subscription.","Gracias por tu suscripción.",Magento_Newsletter
"There was a problem with the subscription: %1","Hubo un problema con la suscripción: %1",Magento_Newsletter
"Something went wrong with the subscription.","Algo salió mal con la suscripción.",Magento_Newsletter
"You unsubscribed.","Te has dado de baja.",Magento_Newsletter
"Something went wrong while unsubscribing you.","Algo salió mal mientras te dabas de baja.",Magento_Newsletter
Sent,Enviado,Magento_Newsletter
Cancelled,Cancelado,Magento_Newsletter
"Not Sent","No enviado",Magento_Newsletter
Sending,Enviando,Magento_Newsletter
Paused,Pausado,Magento_Newsletter
"There are no subscribers selected.","No hay suscriptores seleccionados.",Magento_Newsletter
"You selected an invalid queue.","Seleccionaste un encolado de boletines invalido.",Magento_Newsletter
"We cannot mark as received subscriber.","No podemos marcar como suscriptor recibido",Magento_Newsletter
"Duplicate template code","Código de plantilla duplicado",Magento_Newsletter
"Follow this link to unsubscribe <!-- This tag is for unsubscribe link  --><a href=""{{var subscriber_data.unsubscription_link}}"">{{var subscriber_data.unsubscription_link}}</a>","Siga este enlace para darse de baja <!-- This tag is for unsubscribe link  --><a href=""{{var subscriber_data.unsubscription_link}}"">{{var subscriber_data.unsubscription_link}}</a>",Magento_Newsletter
"No such entity with %fieldName = %fieldValue","No existe tal entidad con %fieldName = %fieldValue",Magento_Newsletter
"Choose Store View:","Elegir la vista de la tienda:",Magento_Newsletter
"Newsletter Message Preview","Vista previa del mensaje del boletín informativo",Magento_Newsletter
"Add to Queue","Agregar encolado de boletín",Magento_Newsletter
"Are you sure that you want to strip all tags?","¿Estás seguro de que quieres eliminar todas las etiquetas?",Magento_Newsletter
"Please enter a new template name.","Porfavor ingresa un nombre para la platilla nueva.",Magento_Newsletter
" Copy"," Copiar",Magento_Newsletter
"Are you sure you want to delete this template?","¿Estas seguro que quieres eliminar esta plantilla?",Magento_Newsletter
"Sign Up for Our Newsletter:","Iniciar sesión para nuestro boletín informativo:",Magento_Newsletter
"Enter your email address","Agrega tu dirección de correo electrónico",Magento_Newsletter
Subscribe,"Suscripción",Magento_Newsletter
"Newsletter subscription confirmation","Confirmación al boletín informativo",Magento_Newsletter
"Thank you for subscribing to our newsletter.","Gracias por suscribirte a nuestro boletín informativo.",Magento_Newsletter
"To begin receiving the newsletter, you must first confirm your subscription by clicking on the following link:","Para comenzar a recibir la newsletter, primero debes confirmar tu suscripción haciendo clic en el siguiente enlace:",Magento_Newsletter
"Newsletter subscription success","Suscripción al boletín de noticias exitosa",Magento_Newsletter
"You have been successfully subscribed to our newsletter.","Se ha suscrito con éxito a nuestra newsletter.",Magento_Newsletter
"Newsletter unsubscription success","Cancelación de suscripción al boletín de noticias realizada con éxito",Magento_Newsletter
"You have been unsubscribed from the newsletter.","Se ha dado de baja de la newsletter.",Magento_Newsletter
"Newsletter Template","Plantilla para el boletín",Magento_Newsletter
"Newsletter Section","Seccion del boletín informativo",Magento_Newsletter
"Subscription Options","Opciones de suscripción",Magento_Newsletter
"Allow Guest Subscription","Permitir suscripcion para invitados",Magento_Newsletter
"Need to Confirm","Necesitas confirmar",Magento_Newsletter
"Confirmation Email Sender","Confirmación del correo del remitente",Magento_Newsletter
"Confirmation Email Template","Confirmación de la plantilla para el correo",Magento_Newsletter
"Email template chosen based on theme fallback when ""Default"" option is selected.","Plantilla de correo electrónico elegida en función del tema de respaldo cuando ""Default"" es la opción seleccionada.",Magento_Newsletter
"Success Email Sender","Correo enviado exitosamente",Magento_Newsletter
"Success Email Template","Plantilla de email exitosamente",Magento_Newsletter
"Unsubscription Email Sender","Remitente del correo electrónico de cancelación de suscripción",Magento_Newsletter
"Unsubscription Email Template","Plantilla de correo electrónico para cancelar la suscripción",Magento_Newsletter
"We found no problems.","No encontramos problemas.",Magento_Newsletter
Subscriber,Suscriptor,Magento_Newsletter
"Queue Start Date","Fecha de inicio del encolado",Magento_Newsletter
"Queue Subject","Asunto para el encolado",Magento_Newsletter
"Error Code","Código de error",Magento_Newsletter
"Error Text","Texto de error",Magento_Newsletter
"Queue Start","incio de la fila",Magento_Newsletter
"Queue End","Fin de la fila",Magento_Newsletter
Status,Estatus,Magento_Newsletter
Processed,Procesado,Magento_Newsletter
Recipients,Destinatarios,Magento_Newsletter
Unsubscribe,"Darse de baja",Magento_Newsletter
Delete,Eliminar,Magento_Newsletter
Email,Correo electrónico,Magento_Newsletter
Type,Tipo,Magento_Newsletter
Guest,Invitado,Magento_Newsletter
Customer,Cliente,Magento_Newsletter
"Customer First Name","Nombre del cliente",Magento_Newsletter
"Customer Last Name","Apellido del cliente",Magento_Newsletter
"Not Activated","No activado",Magento_Newsletter
Subscribed,Suscrito,Magento_Newsletter
Unsubscribed,"Dado de baja",Magento_Newsletter
Unconfirmed,"Sin confirmar",Magento_Newsletter
Store,Tienda,Magento_Newsletter,Magento_Newsletter
"Store View","Vista de tienda",Magento_Newsletter
"Newsletter Subscriptions","Suscripciones al boletín informativo",Magento_Newsletter
"We have updated your subscription.","Hemos actualizado tu suscripción.",Magento_Newsletter
"Are you sure you want to delete the selected subscriber(s)?","¿Está seguro de que desea eliminar el suscriptor seleccionado(s)?",Magento_Newsletter
"Cannot create a newsletter subscription.","No se puede crear la suscripción al boletín informativo.",Magento_Newsletter
"Enter a valid email address.","Ingresa un correo electrónico válido.",Magento_Newsletter
"Guests can not subscribe to the newsletter. You must create an account to subscribe.","Los invitados no pueden suscribirse al boletín. deberás crear una cuenta para suscribirte.",Magento_Newsletter
"Shopping Cart","Carrito de compras",Magento_Checkout
"Invalid method: %1","Método inválido: %1",Magento_Checkout
City,Ciudad,Magento_Checkout
Country,País,Magento_Checkout
State/Province,Estado/Provincia,Magento_Checkout
"Zip/Postal Code","Código Postal",Magento_Checkout
"My Cart (1 item)","Carrito (1 producto)",Magento_Checkout
"My Cart (%1 items)","Carrito (%1 productos)",Magento_Checkout
"My Cart","Carrito",Magento_Checkout
"For delivery questions.","Preguntas sobre la entrega.",Magento_Checkout
"Customer is already registered","El cliente ya está registrado",Magento_Checkout
"Your session has expired","Tu sesión ha expirado",Magento_Checkout
"A letter with further instructions will be sent to your email.","Se enviará una carta con más instrucciones a su correo electrónico.",Magento_Checkout
"You added %1 to your shopping cart.","Agregaste %1 a tu carrito.",Magento_Checkout
"We can't add this item to your shopping cart right now.","No podemos agregar este artículo a su carrito de compras en este momento.",Magento_Checkout
"Out of stock","Fuera de stock",Magento_Checkout
"We can't find the quote item.","No podemos encontrar el elemento de cotización.",Magento_Checkout
"We cannot configure the product.","No podemos configurar el producto.",Magento_Checkout
"You used coupon code ""%1"".","Usaste el cupón ""%1"".",Magento_Checkout
"The coupon code ""%1"" is not valid.","El cupón ""%1"" no es válido.",Magento_Checkout
"You canceled the coupon code.","Cancelaste el cupón.",Magento_Checkout
"We cannot apply the coupon code.","No podemos aplicar el cupón.",Magento_Checkout
"We can't remove the item.","No podemos eliminar el producto.",Magento_Checkout
"%1 was updated in your shopping cart.","%1 fue actualizado en tu carrito.",Magento_Checkout
"We can't update the item right now.","No pudimos actualiza el producto.",Magento_Checkout
"We can't update the shopping cart.","No podemos actualiza el carrito.",Magento_Checkout
"One-page checkout is turned off.","One-page checkout esta apagado.",Magento_Checkout
"Guest checkout is disabled.","El checkout esta deshabilitado para invitados.",Magento_Checkout
"Page not found.","Página no encontrada.",Magento_Checkout
"Please agree to all the terms and conditions before placing the order.","Porfavor acepte todos los terminos y condiciones antes de ordenar.",Magento_Checkout
"Something went wrong while processing your order. Please try again later.","Ocurrió un problema mientras procesaba su orden. Porfavor intentalo más tarde.",Magento_Checkout
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","%1 no se extiende de \Magento\Checkout\CustomerData\ItemInterface",Magento_Checkout
"Payment Method","Método de pago",Magento_Checkout
"Payment Page","Página de pago",Magento_Checkout
"We can't find the product.","No podemos encontrar el producto.",Magento_Checkout
"We found an invalid request for adding product to quote.","Encontramos una solicitud invalida para agregar el producto a la cotización.",Magento_Checkout
"The product does not exist.","El producto no existe.",Magento_Checkout
"We don't have some of the products you want.","No tenemos algunos de los productos que quieres.",Magento_Checkout
"We don't have as many of some products as you want.","No contamos con tantos productos como deseas.",Magento_Checkout
"Quantity was recalculated from %1 to %2","La cantidad fue recalculada de %1 a %2",Magento_Checkout
"We adjusted product quantities to fit the required increments.","Ajustamos cantidades de productos para adecuarse a los incrementos requeridos.",Magento_Checkout
"This quote item does not exist.","Esta solicitud no existe.",Magento_Checkout
"Display number of items in cart","Mostrar número de productos en el carrito",Magento_Checkout
"Display item quantities","Mostrar cantidades de artículos",Magento_Checkout
"An error occurred on the server. Please try to place the order again.","Ocurrio un error en el servidor. Porfavor intentalo más tarde.",Magento_Checkout
"Shipping address is not set","Shipping address is not set",Magento_Checkout
"Unable to save shipping information. Please check input data.","No se puede guardar la información. Porfavor revisa la información ingresada.",Magento_Checkout
"Carrier with such method not found: %1, %2","No se encontró transportista con dicho método: %1, %2",Magento_Checkout
"Shipping method is not applicable for empty cart","El método de envío no aplica para el carrito vacio",Magento_Checkout
" item"," Artículo",Magento_Checkout
" items"," artículos",Magento_Checkout
"Totals calculation is not applicable to empty cart","El cálculo de totales no es aplicable a carritos vacíos",Magento_Checkout
"Invalid data","Invalid data",Magento_Checkout
"The customer address is not valid.","La dirección del cliente no válida.",Magento_Checkout
"Invalid shipping method","Método de envio invalido",Magento_Checkout
"There are more than one shipping addresses.","Hay más de una dirección de envío.",Magento_Checkout
"Sorry, guest checkout is not available.","Lo sentimos, el checkout no esta disponible para invitados",Magento_Checkout
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Debes confirmar tu cuenta. Revisa tu correo electrónico para ver el enlace de confirmación o <a href=""%1"">haz clic aquí</a> para obtener un nuevo enlace.",Magento_Checkout
"Load customer quote error","Error al cargar la cotización del cliente",Magento_Checkout
"Error message!","Mensaje de Error!",Magento_Checkout
Error!,Error!,Magento_Checkout
Message,Mensaje,Magento_Checkout
"Print receipt","Imprimir recibo",Magento_Checkout
"Apply Discount Code","Aplicar código de descuento",Magento_Checkout
"Enter discount code","Ingresa el código de descuento",Magento_Checkout
"Apply Discount","Aplicar descuento",Magento_Checkout
"Cancel Coupon","Cancelar cupón",Magento_Checkout
"Shopping Cart Items","Artículos del carrito,Magento_Checkout
Item,Producto,Magento_Checkout
Price,Precio,Magento_Checkout
Qty,Cantidad,Magento_Checkout
Subtotal,Subtotal,Magento_Checkout
"Continue Shopping","Continuar Comprando",Magento_Checkout
"Clear Shopping Cart","Vaciar Carrito",Magento_Checkout
"Update Shopping Cart","Actualizar Carrito de Compras",Magento_Checkout
"Update Cart","Actualizar Carrito",Magento_Checkout
"See price before order confirmation.","Ver el precios antes de confirmar la orden.",Magento_Checkout
"What's this?","¿Qué es esto?",Magento_Checkout
"Edit item parameters","Editar parámetros del artículo",Magento_Checkout
Edit,Editar,Magento_Checkout
"Remove item","Eliminar Artículo",Magento_Checkout
"You have no items in your shopping cart.","No tienes productos en tu carrito de compras.",Magento_Checkout
"Click <a href=""%1"">here</a> to continue shopping.","Click <a href=""%1"">here</a> para continuar comprando.",Magento_Checkout
"Estimate Tax","Estimación de impuestos",Magento_Checkout
"Estimate Shipping and Tax","Estiamción de envío e impuestos",Magento_Checkout
"Excl. Tax","Excl. Impuestos",Magento_Checkout
Loading...,Cargando...,Magento_Checkout
"Order #","Orden #",Magento_Checkout
"Proceed to Checkout","Pasar al Checkout",Magento_Checkout
"Product Name","Nombre del producto",Magento_Checkout
"Incl. Tax","Incl. Impuestos",Magento_Checkout
"Your order number is: %1.","Tu número de orden es: %1.",Magento_Checkout
"Your order # is: <span>%1</span>.","Tu orden # es: <span>%1</span>.",Magento_Checkout
"We'll email you an order confirmation with details and tracking info.","Te enviaremos por correo electrónico una confirmación de pedido con detalles e información de seguimiento.",Magento_Checkout
"Payment Transaction Failed Reminder","Payment Transaction Failed Reminder",Magento_Checkout
"Payment Transaction Failed","Recordatorio de transacción de pago fallida",Magento_Checkout
Reason,"Razón",Magento_Checkout
"Checkout Type","Tipo de pago",Magento_Checkout
Customer:,Cliente:,Magento_Checkout
Items,"Artículos",Magento_Checkout
Total:,Total:,Magento_Checkout
"Billing Address:","Dirección Físcal:",Magento_Checkout
"Shipping Address:","Dirección de entrega:",Magento_Checkout
"Shipping Method:","Método de envío:",Magento_Checkout
"Payment Method:","Método de pago:",Magento_Checkout
"Date & Time:","Fecha y Hora:",Magento_Checkout
"Sign In","Iniciar sesión",Magento_Checkout
"Email Address","Correo Electrónico",Magento_Checkout
Password,Contraseña,Magento_Checkout
"Forgot Your Password?","¿Olvidaste tu contraseña?",Magento_Checkout
"My billing and shipping address are the same","Mi dirección físcal y de entrega es la misma",Magento_Checkout
Update,Actualiza,Magento_Checkout
Cancel,Cancelar,Magento_Checkout
"Save in address book","Guardar en mi libreta de direcciones",Magento_Checkout
"Estimated Total","Estimación Total",Magento_Checkout
"You can create an account after checkout.","Puedes crear una cuenta después del checkout.",Magento_Checkout
"You already have an account with us. Sign in or continue as guest.","Ya tienes cuenta con nosotros. Inicia sesión o continua como invitado.",Magento_Checkout
Login,Acceso,Magento_Checkout
